pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-2525 c,TOI-2525,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,49.25190000,0.00040000,-0.00040000,0,0.249000,0.004000,-0.004000,0,10.133,0.112,-0.112,0,0.904,0.010,-0.010,0,208.81326,9.85268,-10.17051,0,0.65700,0.03100,-0.03200,0,Mass,0.157000,0.008000,-0.007000,0,,,,,,,,,1,<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,K8 V,5096.00,102.00,-102.00,0,0.79,0.03,-0.03,0,0.85,0.04,-0.04,0,0.140,0.050,-0.050,0,[Fe/H],4.58,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m24.23s,86.8509737,-60d31m16.71s,-60.5213081,395.3980000,2.2530000,-2.2290000,14.2160000,0.0920000,-0.0920000,11.9050000,0.0240000,-0.0240000,14.0120000,0.0002420,-0.0002420,2023-02-25,2023-02,2023-02-25
TOI-2545 b,TOI-2545,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,7.99403700,,,0,,,,,2.750,,,0,0.245,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5846.29,115.05,-115.17,0,1.25,0.05,-0.06,0,1.05,0.14,-0.11,0,-0.273,0.067,-0.067,0,[M/H],4.27,0.09,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h02m10.99s,135.5458029,-03d25m14.95s,-3.4208194,107.1180000,0.4740000,-0.4700000,9.5210000,0.0040000,-0.0040000,8.0600000,0.0200000,-0.0200000,9.2949000,0.0002280,-0.0002280,2022-10-03,2022-11,2022-10-03
TOI-2567 b,TOI-2567,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,5.98394400,0.00001300,-0.00001300,0,0.067200,0.002400,-0.001200,0,10.929,0.347,-0.325,0,0.975,0.031,-0.029,0,63.88351,10.80617,-9.85268,0,0.20100,0.03400,-0.03100,0,Mass,0.000000,0.048000,-0.052000,0,558.00,31.00,-30.00,0,1352,18,-19,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5611.00,62.00,-65.00,0,1.69,0.04,-0.04,0,1.13,0.13,-0.06,0,0.241,0.078,-0.079,0,[Fe/H],4.04,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m51.76s,288.4656683,+66d20m52.58s,66.3479375,504.7750000,5.2190000,-5.1150000,12.3000000,0.0460000,-0.0460000,10.7170000,0.0170000,-0.0170000,12.2213000,0.0002810,-0.0002810,2022-08-29,2022-08,2022-08-29
TOI-257 b,TOI-257,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3704A/abstract target=ref>Addison et al. 2021</a>,18.38818000,0.00085000,-0.00084000,0,0.152800,0.001600,-0.001700,0,7.163,0.146,-0.146,0,0.639,0.013,-0.013,0,43.86032,7.31005,-7.31005,0,0.13800,0.02300,-0.02300,0,Mass,0.000000,,,0,186.00,14.00,-12.00,0,1027,18,-18,0,0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3704A/abstract target=ref>Addison et al. 2021</a>,,6095.00,89.00,-89.00,0,1.87,0.03,-0.03,0,1.41,0.04,-0.05,0,0.175,0.099,-0.098,0,[Fe/H],4.04,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h10m04.14s,47.5172608,-50d49m56.15s,-50.8322632,76.9028000,0.1953000,-0.1943000,7.5700000,0.0300000,-0.0300000,6.2560000,0.0210000,-0.0210000,7.4165300,0.0002960,-0.0002960,2021-04-23,2021-04,2021-04-23
TOI-2570 b,TOI-2570,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.98876150,0.00000220,-0.00000220,0,0.041450,0.000810,-0.000860,0,13.641,0.392,-0.381,0,1.217,0.035,-0.034,0,260.61929,20.02319,-20.65885,0,0.82000,0.06300,-0.06500,0,Mass,0.000000,0.048000,-0.052000,0,699.00,48.00,-44.00,0,1431,24,-23,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5771.00,89.00,-87.00,0,1.09,0.03,-0.03,0,1.06,0.06,-0.07,0,0.191,0.083,-0.083,0,[Fe/H],4.38,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h48m45.13s,87.1880397,+32d05m02.56s,32.0840435,361.8570000,6.3490000,-6.1380000,12.5690000,0.0570000,-0.0570000,10.9050000,0.0200000,-0.0200000,12.4599000,0.0002390,-0.0002390,2022-08-29,2022-08,2022-08-29
TOI-2583 A b,TOI-2583 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.52072650,0.00000490,-0.00000490,0,0.057100,0.001000,-0.001300,0,14.460,0.448,-0.370,0,1.290,0.040,-0.033,0,79.45710,18.43405,-17.79839,0,0.25000,0.05800,-0.05600,0,Mass,0.000000,,,0,750.90,39.70,-32.30,0,1456,19,-16,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5936.00,65.00,-68.00,0,1.48,0.04,-0.03,0,1.22,0.06,-0.08,0,0.158,0.084,-0.085,0,[Fe/H],4.18,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h09m04.09s,272.2670293,+45d20m12.84s,45.3368996,566.1890000,6.4700000,-6.3280000,12.5860000,0.1500000,-0.1500000,11.2450000,,,12.4592000,0.0001680,-0.0001680,2023-02-27,2023-03,2023-02-27
TOI-2587 A b,TOI-2587 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,5.45664000,0.00001100,-0.00001100,0,0.063500,0.002500,-0.001300,0,12.072,0.471,-0.448,0,1.077,0.042,-0.040,0,69.28659,17.16273,-14.62011,0,0.21800,0.05400,-0.04600,0,Mass,0.000000,,,0,728.00,48.00,-51.00,0,1445,23,-26,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5760.00,80.00,-79.00,0,1.73,0.05,-0.05,0,1.15,0.14,-0.07,0,0.130,0.090,-0.100,0,[Fe/H],4.02,0.06,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h43m43.61s,115.9317105,-01d04m24.00s,-1.0733330,373.6750000,5.9530000,-5.7720000,11.5440000,0.0250000,-0.0250000,9.9910000,0.0230000,-0.0230000,11.4079000,0.0006960,-0.0006960,2023-02-27,2023-03,2023-02-27
TOI-2589 b,TOI-2589,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,61.62770000,0.00020000,-0.00020000,0,0.300000,0.006000,-0.005000,0,12.106,0.336,-0.336,0,1.080,0.030,-0.030,0,1112.39942,31.78284,-31.78284,0,3.50000,0.10000,-0.10000,0,Mass,0.522000,0.006000,-0.006000,0,,,,,592,7,-8,0,0,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,,5579.00,70.00,-70.00,0,1.07,0.01,-0.01,0,0.93,0.03,-0.02,0,0.120,0.040,-0.040,0,[Fe/H],4.35,0.02,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h09m57.16s,107.4881501,-37d13m51.41s,-37.2309480,200.2730000,0.8320000,-0.8260000,11.4150000,0.0120000,-0.0120000,9.6320000,0.0210000,-0.0210000,11.1958000,0.0005190,-0.0005190,2023-04-10,2023-04,2023-04-10
TOI-262 b,TOI-262,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,11.14529000,0.00003000,-0.00003000,0,0.163000,0.002000,-0.002000,0,2.070,0.150,-0.150,0,0.185,0.013,-0.013,0,,,,,,,,,,,,,,,,,,584,45,-45,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,K0 V,5310.00,124.00,-124.00,0,0.85,0.02,-0.02,0,0.91,0.03,-0.03,0,0.260,0.070,-0.070,0,[Fe/H],4.54,0.28,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h10m08.32s,32.5346870,-31d04m14.26s,-31.0706272,43.9320000,0.1174000,-0.1168000,8.9100000,0.0300000,-0.0300000,6.9670000,0.0200000,-0.0200000,8.6685900,0.0002110,-0.0002110,2023-08-22,2023-03,2023-08-22
TOI-2641 b,TOI-2641,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,4.88097400,0.00002300,-0.00003700,0,0.060700,0.004200,-0.004300,0,18.103,5.179,-7.174,0,1.615,0.462,-0.640,0,122.68177,6.99222,-11.44182,0,0.38600,0.02200,-0.03600,0,Mass,0.180000,,,1,602.00,103.00,-110.00,0,1387,22,-23,0,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,F9 V,6100.00,100.00,-100.00,0,1.34,0.06,-0.06,0,1.16,0.07,-0.07,0,-0.150,0.080,-0.080,0,[Fe/H],4.20,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m31.29s,171.1303716,-42d43m55.70s,-42.7321394,344.0450000,3.3420000,-3.2790000,11.6930000,0.0170000,-0.0170000,10.3250000,0.0210000,-0.0210000,11.5712000,0.0002890,-0.0002890,2023-07-25,2023-07,2023-07-25
TOI-2669 b,TOI-2669,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,6.20340000,0.00010000,-0.00010000,0,,,,,19.728,1.793,-1.793,0,1.760,0.160,-0.160,0,193.87533,60.38740,-60.38740,0,0.61000,0.19000,-0.19000,0,Mass,0.090000,0.050000,-0.050000,0,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,4800.00,100.00,-100.00,0,4.10,0.04,-0.04,0,1.19,0.16,-0.16,0,0.100,0.060,-0.060,0,[Fe/H],3.29,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m53.43s,134.7226445,-13d18m45.29s,-13.3125792,393.4430000,6.4570000,-6.2560000,10.9160000,0.0150000,-0.0150000,8.4920000,0.0230000,-0.0230000,10.6019000,0.0002580,-0.0002580,2022-03-16,2022-03,2022-03-16
TOI-269 b,TOI-269,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,3.69771040,0.00000370,-0.00000370,0,0.034500,0.001500,-0.001500,0,2.770,0.120,-0.120,0,0.247,0.011,-0.011,0,8.80000,1.40000,-1.40000,0,0.02769,0.00440,-0.00440,0,Mass,0.425000,0.082000,-0.086000,0,19.00,4.00,-3.30,0,531,25,-25,0,0,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,M2 V,3514.00,70.00,-70.00,0,0.40,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.290,0.120,-0.120,0,[Fe/H],4.83,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h03m23.11s,75.8462827,-54d10m39.80s,-54.1777213,57.0225000,0.0757000,-0.0756000,14.3700000,0.1140000,-0.1140000,10.1000000,0.0230000,-0.0230000,13.4258000,0.0003690,-0.0003690,2021-05-17,2021-06,2021-05-17
TOI-270 b,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,3.36015380,0.00000480,-0.00000480,0,0.031970,0.000220,-0.000220,0,1.206,0.039,-0.039,0,0.108,0.003,-0.003,0,1.58000,0.26000,-0.26000,0,0.00497,0.00082,-0.00082,0,Mass,0.034000,0.025000,-0.025000,0,,,,,581,14,-14,0,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,M,3506.00,70.00,-70.00,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.200,0.120,-0.120,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793000,0.0135500,-0.0135500,12.6030000,0.0390000,-0.0390000,8.2510000,0.0290000,-0.0290000,11.6306000,0.0004760,-0.0004760,2021-08-03,2021-10,2021-08-03
TOI-270 c,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,5.66057310,0.00000310,-0.00000310,0,0.045260,0.000310,-0.000310,0,2.355,0.064,-0.064,0,0.210,0.006,-0.006,0,6.15000,0.37000,-0.37000,0,0.01935,0.00116,-0.00116,0,Mass,0.027000,0.021000,-0.021000,0,,,,,488,12,-12,0,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,M,3506.00,70.00,-70.00,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.200,0.120,-0.120,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793000,0.0135500,-0.0135500,12.6030000,0.0390000,-0.0390000,8.2510000,0.0290000,-0.0290000,11.6306000,0.0004760,-0.0004760,2021-08-03,2021-10,2021-08-03
TOI-270 d,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,11.37957300,0.00001300,-0.00001300,0,0.072100,0.000500,-0.000500,0,2.133,0.058,-0.058,0,0.190,0.005,-0.005,0,4.78000,0.43000,-0.43000,0,0.01504,0.00135,-0.00135,0,Mass,0.032000,0.023000,-0.023000,0,,,,,387,10,-10,0,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,M,3506.00,70.00,-70.00,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.200,0.120,-0.120,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793000,0.0135500,-0.0135500,12.6030000,0.0390000,-0.0390000,8.2510000,0.0290000,-0.0290000,11.6306000,0.0004760,-0.0004760,2021-08-03,2021-10,2021-08-03
TOI-277 b,TOI-277,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,3.99400000,0.00040000,-0.00040000,0,0.026900,0.001100,-0.001100,0,2.650,0.180,-0.180,0,0.236,0.016,-0.016,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,,4031.00,21.00,-23.00,0,0.36,0.01,0.00,0,0.16,0.01,-0.01,0,-0.010,0.070,-0.090,0,[Fe/H],4.58,0.10,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h16m18.41s,19.0766985,-20d57m11.80s,-20.9532772,64.6692000,0.1382500,-0.1382500,13.6320000,0.0210000,-0.0210000,9.5570000,0.0230000,-0.0230000,12.7896000,0.0007030,-0.0007030,2022-11-29,2022-11,2022-11-29
